PATHWAY_URI	DATASOURCE	DISPLAY_NAME	ALL_NAMES	NUM_DIRECT_COMPONENT_OR_STEP_PROCESSES
http://identifiers.org/panther.pathway/P00017	PANTHER	DNA replication	DNA replication;	11
http://identifiers.org/panther.pathway/P00016	PANTHER	Cytoskeletal regulation by Rho GTPase	Cytoskeletal regulation by Rho GTPase;	48
http://identifiers.org/panther.pathway/P00015	PANTHER	Circadian clock system	Circadian clock system;	32
http://identifiers.org/panther.pathway/P00014	PANTHER	Cholesterol biosynthesis	Cholesterol biosynthesis;	23
http://identifiers.org/panther.pathway/P00013	PANTHER	Cell cycle	Cell cycle;	21
http://identifiers.org/panther.pathway/P00023	PANTHER	General transcription regulation	General transcription regulation;	12
http://identifiers.org/panther.pathway/P00022	PANTHER	General transcription by RNA polymerase I	General transcription by RNA polymerase I;	11
http://identifiers.org/panther.pathway/P00021	PANTHER	FGF signaling pathway	FGF signaling pathway;	45
http://identifiers.org/panther.pathway/P00020	PANTHER	FAS signaling pathway	FAS signaling pathway;	45
http://identifiers.org/panther.pathway/P00029	PANTHER	Huntington disease	Huntington disease;	92
http://identifiers.org/panther.pathway/P00028	PANTHER	Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction	Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction;	32
http://identifiers.org/panther.pathway/P00027	PANTHER	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway;	57
http://identifiers.org/panther.pathway/P00026	PANTHER	Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway	Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway;	53
http://identifiers.org/panther.pathway/P00025	PANTHER	Hedgehog signaling pathway	Hedgehog signaling pathway;	35
http://identifiers.org/panther.pathway/P00024	PANTHER	Glycolysis	Glycolysis;	23
http://identifiers.org/panther.pathway/P00034	PANTHER	Integrin signalling pathway	Integrin signalling pathway;	74
http://identifiers.org/panther.pathway/P00033	PANTHER	Insulin/IGF pathway-protein kinase B signaling cascade	Insulin/IGF pathway-protein kinase B signaling cascade;	42
http://identifiers.org/panther.pathway/P00032	PANTHER	Insulin/IGF pathway-mitogen activated protein kinase kinase/MAP kinase cascade	Insulin/IGF pathway-mitogen activated protein kinase kinase/MAP kinase cascade;	22
http://identifiers.org/panther.pathway/P00031	PANTHER	Inflammation mediated by chemokine and cytokine signaling pathway	Inflammation mediated by chemokine and cytokine signaling pathway;	125
http://identifiers.org/panther.pathway/P00030	PANTHER	Hypoxia response via HIF activation	Hypoxia response via HIF activation;	30
http://identifiers.org/panther.pathway/P00039	PANTHER	Metabotropic glutamate receptor group III pathway	Metabotropic glutamate receptor group III pathway;	24
http://identifiers.org/panther.pathway/P00038	PANTHER	JAK/STAT signaling pathway	JAK/STAT signaling pathway;	17
http://identifiers.org/panther.pathway/P00037	PANTHER	Ionotropic glutamate receptor pathway	Ionotropic glutamate receptor pathway;	48
http://identifiers.org/panther.pathway/P00036	PANTHER	Interleukin signaling pathway	Interleukin signaling pathway;	85
http://identifiers.org/panther.pathway/P00035	PANTHER	Interferon-gamma signaling pathway	Interferon-gamma signaling pathway;	24
http://identifiers.org/panther.pathway/P00045	PANTHER	Notch signaling pathway	Notch signaling pathway;	27
http://identifiers.org/panther.pathway/P00044	PANTHER	Nicotinic acetylcholine receptor signaling pathway	Nicotinic acetylcholine receptor signaling pathway;	25
http://identifiers.org/panther.pathway/P00043	PANTHER	Muscarinic acetylcholine receptor 2 and 4 signaling pathway	Muscarinic acetylcholine receptor 2 and 4 signaling pathway;	27
http://identifiers.org/panther.pathway/P00042	PANTHER	Muscarinic acetylcholine receptor 1 and 3 signaling pathway	Muscarinic acetylcholine receptor 1 and 3 signaling pathway;	28
http://identifiers.org/panther.pathway/P00041	PANTHER	Metabotropic glutamate receptor group I pathway	Metabotropic glutamate receptor group I pathway;	21
http://identifiers.org/panther.pathway/P00040	PANTHER	Metabotropic glutamate receptor group II pathway	Metabotropic glutamate receptor group II pathway;	17
http://identifiers.org/panther.pathway/P00049	PANTHER	Parkinson disease	Parkinson disease;	99
http://identifiers.org/panther.pathway/P00048	PANTHER	PI3 kinase pathway	PI3 kinase pathway;	69
http://identifiers.org/panther.pathway/P00047	PANTHER	PDGF signaling pathway	PDGF signaling pathway;	89
http://identifiers.org/panther.pathway/P00046	PANTHER	Oxidative stress response	Oxidative stress response;	51
http://identifiers.org/panther.pathway/P00056	PANTHER	VEGF signaling pathway	VEGF signaling pathway;	53
http://identifiers.org/panther.pathway/P00055	PANTHER	Transcription regulation by bZIP transcription factor	Transcription regulation by bZIP transcription factor;	21
http://identifiers.org/panther.pathway/P00054	PANTHER	Toll receptor signaling pathway	Toll receptor signaling pathway;	81
http://identifiers.org/panther.pathway/P00053	PANTHER	T cell activation	T cell activation;	89
http://identifiers.org/panther.pathway/P00052	PANTHER	TGF-beta signaling pathway	TGF-beta signaling pathway;	33
http://identifiers.org/panther.pathway/P00051	PANTHER	TCA cycle	TCA cycle;	22
http://identifiers.org/panther.pathway/P00050	PANTHER	Plasminogen activating cascade	Plasminogen activating cascade;	28
http://identifiers.org/panther.pathway/P00059	PANTHER	p53 pathway	p53 pathway;	198
http://identifiers.org/panther.pathway/P00058	PANTHER	mRNA splicing	mRNA splicing;	9
http://identifiers.org/panther.pathway/P00057	PANTHER	Wnt signaling pathway	Wnt signaling pathway;	80
http://identifiers.org/panther.pathway/P00060	PANTHER	Ubiquitin proteasome pathway	Ubiquitin proteasome pathway;	7
http://identifiers.org/reactome/R-HSA-2122948	Reactome	Activated NOTCH1 Transmits Signal to the Nucleus	Activated NOTCH1 Transmits Signal to the Nucleus;	50
http://identifiers.org/reactome/R-HSA-2122947	Reactome	NOTCH1 Intracellular Domain Regulates Transcription	NOTCH1 Intracellular Domain Regulates Transcription;	38
http://identifiers.org/reactome/R-HSA-8850843	Reactome	Phosphate bond hydrolysis by NTPDase proteins	Phosphate bond hydrolysis by NTPDase proteins;	28
http://pathwaycommons.org/pc2/Pathway_250f5477c79deb04cc598fe3f69e76c0	pid	PLK1 signaling events	"PLK1 signaling events;""plk1_pathway"";"	145
http://pathwaycommons.org/pc2/Pathway_717216348eebfedfbe61715dc6ea2117	INOH	PDGF signaling pathway (Mammal) ( PDGF signaling pathway ) 	PDGF signaling pathway (Mammal) ( PDGF signaling pathway ) ;	48
http://pathwaycommons.org/pc2/Pathway_db66581d69fd32ea6d0510f539d86b09	INOH	ATP + D-Ribose 5-phosphate = AMP + D-5-Phospho-ribosyl 1-diphosphate ( Pentose phosphate cycle ) 	ATP + D-Ribose 5-phosphate = AMP + D-5-Phospho-ribosyl 1-diphosphate ( Pentose phosphate cycle ) ;	4
http://pathwaycommons.org/pc2/Pathway_f07d8ca47e99745b299261c86cbc7e2b	pid	Signaling events mediated by TCPTP	"tcptp_pathway;""Signaling events mediated by TCPTP"";"	83
http://pathwaycommons.org/pc2/Pathway_bd1bfc5f46a4a37be6cbc90a0b9ed493	INOH	2-Oxo-glutaric acid + L-Valine = L-Glutamic acid + 3-Methyl-2-oxo-butanoic acid ( Valine,Leucine and Isoleucine degradation ) 	2-Oxo-glutaric acid + L-Valine = L-Glutamic acid + 3-Methyl-2-oxo-butanoic acid ( Valine,Leucine and Isoleucine degradation ) ;	3
http://identifiers.org/reactome/R-HSA-416993	Reactome	Trafficking of GluR2-containing AMPA receptors	Trafficking of GluR2-containing AMPA receptors;	10
http://pathwaycommons.org/pc2/Pathway_2e55f02e4e2f3adc427e96f76b312d3f	pid	JNK signaling in the CD4+ TCR pathway	"JNK signaling in the CD4+ TCR pathway;""tcrjnkpathway"";"	16
http://pathwaycommons.org/pc2/Pathway_6f51716cd04a4667024cadcfcb4fb1cb	pid	EphrinA-EPHA pathway	"ephrina_ephapathway;""EphrinA-EPHA pathway"";"	4
http://pathwaycommons.org/pc2/Pathway_207d414032f073987e1a6603220e8ba1	pid	Glypican 2 network	"Glypican 2 network;""glypican_2pathway"";"	2
http://pathwaycommons.org/pc2/Pathway_ae0d5ebac937cd498c46e3cf92332199	INOH	AKT(PKB)-TOR signaling ( Insulin receptor signaling (C. elegans) ) 	"AKT(PKB)-TOR signaling ( Insulin receptor signaling (C. elegans) ) ;""AKT(PKB)-TOR signaling ( Insulin receptor signaling ) "";""AKT(PKB)-TOR signaling ( Insulin receptor signaling (D. melanogaster) ) "";""AKT(PKB)-TOR signaling ( Insulin receptor signaling (Mammal) ) "";"	18
http://pathwaycommons.org/pc2/Pathway_b77326a464cd4d256661cb50919fe075	INOH	Nicotinate D-ribonucleotide + ATP = Deamido-NAD+ + Pyrophosphate ( Nicotinate and Nicotinamide metabolism ) 	Nicotinate D-ribonucleotide + ATP = Deamido-NAD+ + Pyrophosphate ( Nicotinate and Nicotinamide metabolism ) ;	3
http://identifiers.org/reactome/R-HSA-416700	Reactome	Other semaphorin interactions	Other semaphorin interactions;	18
http://identifiers.org/reactome/R-HSA-416550	Reactome	Sema4D mediated inhibition of cell attachment and migration	Sema4D mediated inhibition of cell attachment and migration;	15
http://identifiers.org/reactome/R-HSA-416572	Reactome	Sema4D induced cell migration and growth-cone collapse	Sema4D induced cell migration and growth-cone collapse;	16
http://identifiers.org/reactome/R-HSA-416476	Reactome	G alpha (q) signalling events	G alpha (q) signalling events;	28
http://identifiers.org/reactome/R-HSA-416482	Reactome	G alpha (12/13) signalling events	G alpha (12/13) signalling events;	28
http://identifiers.org/reactome/R-HSA-8851708	Reactome	Signaling by FGFR2 IIIa TM	Signaling by FGFR2 IIIa TM;	4
http://identifiers.org/reactome/R-HSA-8851680	Reactome	Butyrophilin (BTN) family interactions	Butyrophilin (BTN) family interactions;	16
http://identifiers.org/reactome/R-HSA-8851805	Reactome	MET activates RAS signaling	MET activates RAS signaling;	22
http://identifiers.org/reactome/R-HSA-8851907	Reactome	MET activates PI3K/AKT signaling	MET activates PI3K/AKT signaling;	12
http://pathwaycommons.org/pc2/Pathway_8246c520cb3481d8c8226d6a4845ac9b	INOH	G alpha s GDP-GTP exchange signaling ( GPCR Adenosine A2A receptor signaling pathway ) 	G alpha s GDP-GTP exchange signaling ( GPCR Adenosine A2A receptor signaling pathway ) ;	2
http://pathwaycommons.org/pc2/Pathway_686b4529d0de7efa8fb0442732dca3bd	INOH	D-Mannose 1-phosphate = D-Mannose 6-phosphate ( Fructose and Mannose metabolism ) 	D-Mannose 1-phosphate = D-Mannose 6-phosphate ( Fructose and Mannose metabolism ) ;	4
http://pathwaycommons.org/pc2/Pathway_8faade99013362e73a61c377ca5ffaf5	pid	IL2-mediated signaling events	"IL2-mediated signaling events;""il2_1pathway"";"	89
http://identifiers.org/reactome/R-HSA-3299685	Reactome	Detoxification of Reactive Oxygen Species	Detoxification of Reactive Oxygen Species;	84
http://pathwaycommons.org/pc2/Pathway_bbc1ca375a97013b88ac4f8f0dbfd1fa	pid	p38 signaling mediated by MAPKAP kinases	"p38 signaling mediated by MAPKAP kinases;""p38_mk2pathway"";"	30
http://pathwaycommons.org/pc2/Pathway_83074e50f2b1b4afc6b8f3d546f2ad0d	INOH	(S)-Malic acid = Fumaric acid + H2O ( Citrate cycle ) 	(S)-Malic acid = Fumaric acid + H2O ( Citrate cycle ) ;	2
http://identifiers.org/reactome/R-HSA-2559580	Reactome	Oxidative Stress Induced Senescence	Oxidative Stress Induced Senescence;	103
http://identifiers.org/reactome/R-HSA-2559582	Reactome	Senescence-Associated Secretory Phenotype (SASP)	Senescence-Associated Secretory Phenotype (SASP);	63
http://identifiers.org/reactome/R-HSA-2559583	Reactome	Cellular Senescence	Cellular Senescence;	8
http://identifiers.org/reactome/R-HSA-2559584	Reactome	Formation of Senescence-Associated Heterochromatin Foci (SAHF)	Formation of Senescence-Associated Heterochromatin Foci (SAHF);	8
http://identifiers.org/reactome/R-HSA-2559585	Reactome	Oncogene Induced Senescence	Oncogene Induced Senescence;	42
http://identifiers.org/reactome/R-HSA-2559586	Reactome	DNA Damage/Telomere Stress Induced Senescence	DNA Damage/Telomere Stress Induced Senescence;	43
http://identifiers.org/panther.pathway/P02721	PANTHER	ATP synthesis	ATP synthesis;	15
http://identifiers.org/panther.pathway/P02722	PANTHER	Acetate utilization	Acetate utilization;	6
http://identifiers.org/panther.pathway/P02723	PANTHER	Adenine and hypoxanthine salvage pathway	Adenine and hypoxanthine salvage pathway;	23
http://identifiers.org/panther.pathway/P02724	PANTHER	Alanine biosynthesis	Alanine biosynthesis;	6
http://identifiers.org/panther.pathway/P02725	PANTHER	Allantoin degradation	Allantoin degradation;	14
http://identifiers.org/panther.pathway/P02726	PANTHER	Aminobutyrate degradation	Aminobutyrate degradation;	4
http://identifiers.org/panther.pathway/P02727	PANTHER	Androgen/estrogene/progesterone biosynthesis	Androgen/estrogene/progesterone biosynthesis;	74
http://identifiers.org/panther.pathway/P02728	PANTHER	Arginine biosynthesis	Arginine biosynthesis;	18
http://identifiers.org/panther.pathway/P02729	PANTHER	Ascorbate degradation	Ascorbate degradation;	9
http://identifiers.org/panther.pathway/P02730	PANTHER	Asparagine and aspartate biosynthesis	Asparagine and aspartate biosynthesis;	6
http://identifiers.org/panther.pathway/P02732	PANTHER	Coenzyme A linked carnitine metabolism	Coenzyme A linked carnitine metabolism;	12
http://identifiers.org/panther.pathway/P02733	PANTHER	Carnitine metabolism	Carnitine metabolism;	6
http://identifiers.org/panther.pathway/P02736	PANTHER	Coenzyme A biosynthesis	Coenzyme A biosynthesis;	10
http://identifiers.org/panther.pathway/P02737	PANTHER	Cysteine biosynthesis	Cysteine biosynthesis;	4
http://identifiers.org/panther.pathway/P02738	PANTHER	De novo purine biosynthesis	De novo purine biosynthesis;	47
http://identifiers.org/panther.pathway/P02739	PANTHER	De novo pyrimidine deoxyribonucleotide biosynthesis	De novo pyrimidine deoxyribonucleotide biosynthesis;	20
http://identifiers.org/panther.pathway/P02741	PANTHER	Flavin biosynthesis	Flavin biosynthesis;	18
http://identifiers.org/panther.pathway/P02742	PANTHER	Tetrahydrofolate biosynthesis	Tetrahydrofolate biosynthesis;	22
http://identifiers.org/panther.pathway/P02743	PANTHER	Formyltetrahydroformate biosynthesis	Formyltetrahydroformate biosynthesis;	16
http://identifiers.org/panther.pathway/P02744	PANTHER	Fructose galactose metabolism	Fructose galactose metabolism;	22
http://identifiers.org/panther.pathway/P02745	PANTHER	Glutamine glutamate conversion	Glutamine glutamate conversion;	6
http://identifiers.org/panther.pathway/P02746	PANTHER	Heme biosynthesis	Heme biosynthesis;	30
http://identifiers.org/panther.pathway/P02748	PANTHER	Isoleucine biosynthesis	Isoleucine biosynthesis;	10
http://identifiers.org/panther.pathway/P02740	PANTHER	De novo pyrimidine ribonucleotides biosythesis	De novo pyrimidine ribonucleotides biosythesis;	20
http://identifiers.org/panther.pathway/P02749	PANTHER	Leucine biosynthesis	Leucine biosynthesis;	8
http://identifiers.org/panther.pathway/P02752	PANTHER	Mannose metabolism	Mannose metabolism;	17
http://identifiers.org/panther.pathway/P02753	PANTHER	Methionine biosynthesis	Methionine biosynthesis;	8
http://identifiers.org/panther.pathway/P02754	PANTHER	Methylcitrate cycle	Methylcitrate cycle;	10
http://identifiers.org/panther.pathway/P02755	PANTHER	Methylmalonyl pathway	Methylmalonyl pathway;	6
http://identifiers.org/panther.pathway/P02756	PANTHER	N-acetylglucosamine metabolism	N-acetylglucosamine metabolism;	18
http://identifiers.org/panther.pathway/P02757	PANTHER	O-antigen biosynthesis	O-antigen biosynthesis;	18
http://identifiers.org/panther.pathway/P02758	PANTHER	Ornithine degradation	Ornithine degradation;	6
http://identifiers.org/panther.pathway/P02759	PANTHER	Pyridoxal-5-phosphate biosynthesis	Pyridoxal-5-phosphate biosynthesis;	14
http://identifiers.org/panther.pathway/P02750	PANTHER	Lipoate_biosynthesis	Lipoate_biosynthesis;	6
http://identifiers.org/panther.pathway/P02766	PANTHER	Phenylethylamine degradation	Phenylethylamine degradation;	4
http://identifiers.org/panther.pathway/P02769	PANTHER	Purine metabolism	Purine metabolism;	17
http://identifiers.org/panther.pathway/P02762	PANTHER	Pentose phosphate pathway	Pentose phosphate pathway;	33
http://identifiers.org/panther.pathway/P02774	PANTHER	Salvage pyrimidine deoxyribonucleotides	Salvage pyrimidine deoxyribonucleotides;	10
http://identifiers.org/panther.pathway/P02775	PANTHER	Salvage pyrimidine ribonucleotides	Salvage pyrimidine ribonucleotides;	17
http://identifiers.org/panther.pathway/P02776	PANTHER	Serine glycine biosynthesis	Serine glycine biosynthesis;	8
http://identifiers.org/panther.pathway/P02777	PANTHER	Succinate to proprionate conversion	Succinate to proprionate conversion;	6
http://identifiers.org/panther.pathway/P02770	PANTHER	Pyridoxal phosphate salvage pathway	Pyridoxal phosphate salvage pathway;	12
http://identifiers.org/panther.pathway/P02771	PANTHER	Pyrimidine Metabolism	Pyrimidine Metabolism;	29
http://identifiers.org/panther.pathway/P02772	PANTHER	Pyruvate metabolism	Pyruvate metabolism;	21
http://identifiers.org/panther.pathway/P02773	PANTHER	S-adenosylmethionine biosynthesis	S-adenosylmethionine biosynthesis;	4
http://identifiers.org/panther.pathway/P02785	PANTHER	Valine biosynthesis	Valine biosynthesis;	8
http://identifiers.org/panther.pathway/P02787	PANTHER	Vitamin B6 metabolism	Vitamin B6 metabolism;	56
http://identifiers.org/panther.pathway/P02788	PANTHER	Xanthine and guanine salvage pathway	Xanthine and guanine salvage pathway;	14
http://identifiers.org/panther.pathway/P02780	PANTHER	Thiamine metabolism	Thiamine metabolism;	32
http://identifiers.org/panther.pathway/P02781	PANTHER	Threonine biosynthesis	Threonine biosynthesis;	10
http://identifiers.org/panther.pathway/P02782	PANTHER	Triacylglycerol metabolism	Triacylglycerol metabolism;	26
http://identifiers.org/reactome/R-HSA-419037	Reactome	NCAM1 interactions	NCAM1 interactions;	21
http://identifiers.org/reactome/R-HSA-351200	Reactome	Interconversion of polyamines	Interconversion of polyamines;	19
http://identifiers.org/reactome/R-HSA-351202	Reactome	Metabolism of polyamines	Metabolism of polyamines;	24
http://identifiers.org/panther.pathway/P05726	PANTHER	 5-arachidonylglycerol_biosynthesis	 5-arachidonylglycerol_biosynthesis;	8
http://identifiers.org/panther.pathway/P05729	PANTHER	Bupropion_degradation	Bupropion_degradation;	6
http://identifiers.org/panther.pathway/P05728	PANTHER	Anandamide_degradation	Anandamide_degradation;	4
http://identifiers.org/panther.pathway/P05734	PANTHER	Synaptic_vesicle_trafficking	Synaptic_vesicle_trafficking;	7
http://identifiers.org/panther.pathway/P05730	PANTHER	Endogenous_cannabinoid_signaling	Endogenous_cannabinoid_signaling;	31
http://identifiers.org/panther.pathway/P05731	PANTHER	GABA-B_receptor_II_signaling	GABA-B_receptor_II_signaling;	21
http://identifiers.org/reactome/R-HSA-351143	Reactome	Agmatine biosynthesis	Agmatine biosynthesis;	6
http://identifiers.org/panther.pathway/P05912	PANTHER	PNAT	PNAT;	66
